Código,Nome,Setor,MO,MFCL,RA,RPL,NotaL,LC,D/PL,Receita,CLA,CRA,LPA,RPA,VPA,DPA
DIRR3,Direcional Engenharia SA,Real Estate,-0.12560000000000002,0.2151,-0.035699999999999996,-0.1134,-0.10937330117280002,2.11,0.37,943000000.0,0.0,-0.25730000000000003,-1.0299936766210993,6.147367323124662,8.6,0.61
DOHL4,Dohler SA Pfd Shs,Consumer Cyclical,0.08410000000000001,-0.0356,0.07719999999999999,0.1097,-0.0253553682064,5.65,0.04,477000000.0,-0.06849999999999999,0.0509,0.9088505519201533,7.882212968471148,9.53,0.2
DMMO3,Dommo Energia SA,Energy,-1.2907,0.22640000000000002,-0.2799,0,0.0,1.27,0,493000000.0,0,-0.2445,-0.12516664197896607,0.18256554584506,0.03,0
DTEX3,Duratex SA,Basic Materials,0.07200000000000001,0.026000000000000002,0.0452,0.09230000000000001,0.007809909120000002,1.76,0.47,4949000000.0,-0.0366,0.050300000000000004,0.624471475964353,7.1539567929342205,6.72,0.79
EMAE4,Empresa Metropolitana de Aguas & Energia SA,Utilities,0.5386,0.15380000000000002,0.11470000000000001,0.1772,1.6836422671312004,3.56,0.09,232000000.0,0.0,0.037200000000000004,3.8433431672395595,6.279264892954773,23.23,0.93
ELEK3,Elekeiroz SA,Basic Materials,0.0603,0.0202,0.1308,0.3931,0.0626295756888,1.95,0.77,1148000000.0,0.0,0.0271,2.096236303001429,36.461807209782435,5.9,1.25
EKTR4,Elektro - Eletricidade e Servicos SA Pfd Shs,Utilities,0.1059,-0.0764,0.04190000000000001,0.16920000000000002,-0.05735928120480001,1.9,2.13,6404000000.0,-0.051699999999999996,0.06860000000000001,1.6205698832054254,33.05136793645715,9.11,0
LIPR3,Eletrobras Participacoes SA,Utilities,0.0,0.0,0.1677,0.2014,0.0,4.27,0,0,0.0,0,3.2299192520186994,0.0,14.83,0.81
ELPL3,Eletropaulo Metrop Elect Sao Paulo SA,Utilities,0.0203,-0.14859999999999998,-0.0713,-0.37310000000000004,-0.0802471516574,1.16,1.29,14650000000.0,0.0,0.0575,-5.4958481909084105,73.06186569583323,15.66,0
ECPR3,Empresa Nacional de Comercio Redito e Participacoes SA - ENCORPAR,Consumer Cyclical,0.0,0.0,0.14300000000000002,0.348,0.0,0.19,0,0,0.0,0.0,20.526315789473685,0.0,127.79,10.35
ENGI3,Energisa SA,Utilities,0.047400000000000005,-0.0333,0.032400000000000005,0.184,-0.009409908672000004,1.23,2.13,21062000000.0,0.1398,0.2071,0.40560797107838814,11.607221585398113,2.33,0.15
ENMT3,Energisa Mato Grosso - Distribuidora de Energia Sa,Utilities,0.08259999999999999,-0.0666,0.0003,0.0009,-1.4853132e-06,1.02,1.06,3851000000.0,-0.6429,0.1043,0.023483990963360277,18.087369839980084,8.45,0
ENEV3,Eneva SA,Utilities,0.3421,0.18530000000000002,0.0356,0.0774,0.1746704552472,1.08,0.75,3057000000.0,0,0.1482,1.2381345439537763,9.705070002222293,17.9,0
ESTR3,Manufaturas de Brinquedos Estrela SA,Consumer Cyclical,-0.0437,-0.0273,-0.2003,0,-0.0,0.17,0,142000000.0,0,-0.1219,-50742.574257425746,175742.57425742573,-572.25,0
ETER3,Eternit SA,Basic Materials,-0.1211,0.0717,-0.4611,-1.2888,-5.1599316449016,1.24,0.39,554000000.0,0.0,-0.1204,-10.692856903429089,18.57003988871384,2.73,0
EUCA4,Eucatex SA Industria e Comercio Pfd Shs,Basic Materials,0.06860000000000001,0.0848,-0.0023,-0.0039000000000000003,5.218100160000001e-05,0.91,0.11,1245000000.0,-0.13849999999999998,0.0264,-0.05398460359105583,13.442166294172901,13.38,0.07
EVEN3,Even Construtora E Incorporadora SA,Real Estate,-0.19030000000000002,0.3661,-0.0706,-0.1744,-0.8578072230111999,3.17,0.5,1607000000.0,0.0,-0.1045,-1.4884792626728112,7.405529953917051,7.9,0
BAUH4,Excelsior Alimentos SA Pfd Shs,Consumer Defensive,0.0866,0.0789,0.1234,0.22149999999999997,0.18675996569399994,1.69,0,174000000.0,-0.0039000000000000003,0.10220000000000001,1.9149751053236308,33.32056683263117,9.48,0.45
EZTC3,EZ TEC Empreendimentos e Participacoes SA,Real Estate,0.2422,0.7946,0.10099999999999999,0.1226,2.3830576211119996,5.16,0.01,937000000.0,-0.0888,0.01,1.9696730948715773,5.678719045829747,15.49,3.19
FHER3,Fertilizantes Heringer SA,Basic Materials,-0.02,-0.0167,-0.16649999999999998,0.0,-0.0,0.52,0,4600000000.0,0.0,-0.0698,-8.633975156432776,85.41136713890488,-5.27,0
FESA3,CIA de Ferro Ligas da Bahia - Ferbasa,Basic Materials,0.32409999999999994,0.1583,0.1573,0.2162,1.7447947995477997,3.15,0.21,1349000000.0,0.259,0.08900000000000001,3.974184782608696,15.274003623188406,20.48,1.09
FBMC4,Fibam Companhia Industrial Pfd Shs,Industrials,-0.4982,-0.0842,-0.46840000000000004,0.0,-0.0,0.32,0,40000000.0,0.0,-0.2095,-33012.379642365886,55020.63273727648,-75.29,0
CRIV3,Financeira Alfa SA - Credito Financiamento e Investimentos,Financial Services,0.1351,0.4512,0.0121,0.075,0.055318586399999994,1.6,2.72,733000000.0,-0.0719,0.16269999999999998,0.6314173863205852,7.120445294969061,8.62,0.04
FJTA3,Taurus Armas SA,Industrials,-0.044000000000000004,0.0371,-0.2945,0.0,0.0,1.04,0,871000000.0,0.0,0.0229,-3.7401653687402323,11.63458584347408,-6.09,0
FRAS3,Fras-le SA,Consumer Cyclical,0.13419999999999999,0.1761,0.0638,0.10439999999999999,0.1574102646864,2.77,0.23,1011000000.0,0.1249,0.028900000000000002,0.39068604469448354,4.646865778660269,3.86,0.24
GPCP3,GPC Participacoes SA,Basic Materials,0.18280000000000002,-0.058499999999999996,0.1121,0.7725,-0.92605367205,1.29,0.6,679000000.0,0,-0.045599999999999995,14.039566049776644,108.32801531589024,26.73,0
GFSA3,Gafisa SA,Consumer Cyclical,-0.2606,-0.044000000000000004,-0.1861,-0.5606,1.1962626806240002,2.18,0.87,933000000.0,0.0,-0.34340000000000004,-13.49231975644633,21.518520226947736,22.33,0
GSHP3,General Shopping e Outlets do Brasil SA,Real Estate,0.6690999999999999,-0.5742,-0.0176,-0.0626,-0.4232931291072,2.74,2.03,228000000.0,0.0,0.0016,-0.8209033681521177,3.283613472608471,12.97,0
GEPA3,Rio Paranapanema Energia SA,Utilities,0.2481,0.22329999999999997,0.0344,0.0819,0.15608380067279998,0.85,0.71,1326000000.0,-0.0556,0.0567,1.651964885156672,14.041701523831712,19.29,3.35
GGBR3,Gerdau SA,Basic Materials,0.0933,0.0313,0.009899999999999999,0.0209,0.0006042372039,2.42,0.6,45077000000.0,0.0,-0.0462,0.3116895200213996,26.212739727620576,15.6,0.28
GOAU3,Metalurgica Gerdau SA,Basic Materials,0.0959,0.0169,0.015700000000000002,0.08960000000000001,0.0022798851712000005,1.92,1.4,46159000000.0,0.0,0.019299999999999998,0.8105478755834372,46.82613190119634,9.54,0.2
CGRA3,Grazziotin SA,Consumer Cyclical,0.0885,0.0591,0.08349999999999999,0.1101,0.048084438172499994,3.44,0,453000000.0,0.010700000000000001,0.0067,2.7209538179929256,22.410765082741733,25.49,1.29
GRND3,Grendene SA,Consumer Cyclical,0.19579999999999997,0.1764,0.1575,0.1752,0.9530724772799999,7.99,0.01,2333000000.0,0.0203,0.013000000000000001,0.649552185865035,2.5860157843398066,3.85,0.21
GUAR3,Guararapes Confeccoes SA,Consumer Cyclical,0.1265,-0.0346,0.06860000000000001,0.1402,-0.042095798668,1.78,0.3,7029000000.0,0.0591,0.10880000000000001,8.830128205128204,112.64423076923077,65.88,1.53
HAGA3,Haga SA Industria E Comercio,Basic Materials,0.069,0.0518,0.0045000000000000005,0,0.0,2.03,0,22000000.0,0.0,-0.1207,0.0,1.8487394957983194,-6.88,0
HBOR3,Helbor Empreendimentos SA,Real Estate,-1.0656999999999999,0.6428,-0.0848,-0.3604,-20.935891958963197,2.62,1.08,361000000.0,0.0,-0.3452,-0.8778960195495651,0.788359360839286,2.28,0
HETA4,Hercules SA Fabrica de Talheres Pfd Shs,Consumer Defensive,-5.9459,0.0,-5.6941,0,0.0,0.04,0,3000000.0,0,-0.11449999999999999,-96078.43137254902,5882.35294117647,-752.89,0
HOOT4,Hoteis Othon SA Pfd Shs,Consumer Cyclical,-0.1998,0.030899999999999997,-0.11019999999999999,0,0.0,0.06,0,118000000.0,0,-0.1155,-3.2658393207054215,6.422817330720662,-8.28,0
IGBR3,IGB Eletronica SA,Financial Services,0.0,0.6574,0.10880000000000001,0,0.0,0.03,0,4000000.0,0,-0.20980000000000001,2.2391043582566974,0.3198720511795282,-64.47,0
MEAL3,International Meal Co Alimentacao SA,Consumer Cyclical,0.004,-0.0129,-0.0044,-0.0064,-1.4530560000000002e-06,1.55,0.12,1573000000.0,-0.27140000000000003,-0.0404,-0.042033963442461506,9.445632070713136,6.56,0.01
IRBR3,IRB Brasil Resseguros SA,Financial Services,0,-0.0889,0.0805,0.3215,-0.0,0,0,6577000000.0,0,0,3.907051282051282,21.080128205128204,12.89,2.22
IDNT3,Ideiasnet SA,Financial Services,0.6591,-0.3443,-0.057999999999999996,-0.5304,-6.981035448816,0.34,0,30000000.0,0,-0.7118000000000001,-0.18355359765051396,1.8355359765051396,0.26,0
PARD3,Instituto Hermes Pardini SA,Healthcare,0.1482,0.0814,0.1056,0.2225,0.28344352607999995,1.54,0.29,1182000000.0,0,0,0.9619862726085862,9.024347414471022,4.53,0.47
ROMI3,Industrias Romi SA,Industrials,0.056600000000000004,-0.0382,0.0725,0.12560000000000002,-0.019688264719999998,1.92,0.21,743000000.0,1.2795,0.0218,1.3363454134716344,11.820293359636006,11.07,0.74
IDVL3,Banco Indusval SA,Financial Services,0,-0.6976,-0.08220000000000001,-1.1387,-0.0,0,2.66,181000000.0,0,-0.0215,-15.800481226274693,11.866751460397175,6.0,0
INEP3,Inepar SA Industria e Construcoes,Industrials,-7.8346,-0.6676000000000001,-0.17859999999999998,0.0,-0.0,0.24,0,21000000.0,0.0,-0.5993999999999999,-44.52800316643578,2.8080722717572115,-173.49,0
MYPK3,Iochpe-Maxion SA,Consumer Cyclical,0.0828,-0.0036,0.0161,0.0519,-0.0002490726672,1.11,0.62,9115000000.0,-0.5446,0.056100000000000004,0.903204383197742,60.534617300348664,19.74,0.73
ITUB3,Itau Unibanco Holding SA,Financial Services,0,-0.4412,0.016399999999999998,0.1819,-0.0,0,1.27,101227000000.0,0.0351,0.06849999999999999,2.424485982452311,10.324923960694155,14.07,0.4
ITSA3,Itausa Investimentos ITAU SA,Financial Services,0.0,-0.0708,0.1424,0.17309999999999998,-0.0,0,0.07,15907000000.0,0.0209,0.0458,1.1219042410263118,1.8912813440022829,6.56,0.89
JBDU3,Industrias J B Duarte SA,Communication Services,0,0,-0.0152,0.0,-0.0,0.07,0,0,0,0,-7352.941176470588,0.0,-15.72,0
JHSF3,JHSF Participacoes SA,Real Estate,0.1848,-0.1186,-0.0022,-0.0048,-0.00023144647679999996,0.87,0.59,376000000.0,0.0,-0.1691,-0.018966946302678322,0.7131571809807049,3.99,0
JSLG3,JSL SA,Industrials,0.11449999999999999,-0.2095,0.0067,0.1362,-0.021889781384999994,1.96,15.99,7753000000.0,0.0,0.0942,0.42814467397756134,37.72051883350037,2.94,0
JOPA3,Josapar-Joaquim Oliveira SA Particip,Consumer Defensive,0.0836,0.0121,0.0208,0.07339999999999999,0.0015443688831999996,2.02,0.88,1088000000.0,-0.1063,0.0131,3.3075033075033073,102.81610281610281,46.97,0.52
JFEN3,Joao Fortes Engenharia SA,Real Estate,-2.1855,0.9845999999999999,-0.17059999999999997,-0.8276,-303.81565687264793,1.39,0.12,104000000.0,0.0,-0.4092,-3.450439146800502,0.9885555682293449,3.77,0
CTKA3,Karsten SA,Consumer Cyclical,0.133,-0.0139,-0.16820000000000002,0.0,0.0,0.35,0,321000000.0,0.0,-0.023700000000000002,-8.70265914585012,51.73247381144238,-4.12,0
KEPL3,Kepler Weber SA,Industrials,-0.055099999999999996,-0.049800000000000004,-0.0558,-0.0917,0.014040561502800001,1.41,0.09,557000000.0,0.0,-0.1389,-1.5202189115232594,21.169048342961386,15.77,0
KLBN3,Klabin SA,Basic Materials,0.2975,0.21489999999999998,0.0046,0.0203,0.005970040194999999,2.93,2.76,10016000000.0,-0.1388,0.1684,0.025324411253650782,1.851454767274206,1.2,0.17
LLIS3,Restoque Comercio E Confeccoes De Roupas SA,Consumer Cyclical,0.1604,-0.11800000000000001,0.1429,0.25129999999999997,-0.6796903259439998,1.14,0.33,1243000000.0,0.0,0.0587,9.437801592992384,24.088680451929225,42.74,1.87
LIGT3,Light SA,Utilities,0.1117,-0.07780000000000001,0.0104,0.049100000000000005,-0.004437594366400001,1.01,2.28,12490000000.0,-0.4277,0.0702,0.8090852923004501,61.245304853531046,16.36,0.14
LINX3,Linx SA,Technology,0.13140000000000002,0.0375,0.0458,0.0622,0.0140372649,2.78,0.06,677000000.0,0.0788,0.1572,0.42698291466956934,4.071372299032372,7.03,0.25
LCAM3,Companhia de Locacao Americas SA,Industrials,0.19519999999999998,0.066,0.034,0.1241,0.05435937408000001,1.15,1.4,2917000000.0,0.6343,0.4008,1.2663910535167477,19.545305307451606,17.43,0.92
LOGN3,Log-In Logistica Intermodal SA,Industrials,0.08380000000000001,0.0736,-0.0229,0.0,-0.0,0.98,0,984000000.0,0,-0.0362,-0.7052038822779653,25.700763709685845,-10.09,0
LAME3,Lojas Americanas SA,Consumer Cyclical,0.1082,0.0148,0.0151,0.0852,0.0020601816672,2.39,2.86,17865000000.0,-0.17800000000000002,0.0182,0.24490050916815043,11.161090806859713,2.99,0.08
AMAR3,Marisa Lojas SA,Consumer Cyclical,0.024900000000000002,-0.028300000000000002,-0.0493,-0.1476,-0.005127658095600001,1.62,0.74,2800000000.0,0.0,-0.049100000000000005,-0.6418862636339583,13.719706398283076,4.03,0
LPSB3,LPS Brasil - Consultoria de Imoveis SA,Real Estate,-0.38780000000000003,-0.14800000000000002,-0.18289999999999998,-0.584,6.13050248384,1.22,0,108000000.0,0.0,-0.2888,-0.3975416027287256,0.8586898618940472,0.5,0
LUPA3,Lupatech SA,Energy,-0.6905,-0.3564,-0.16899999999999998,-1.4059,58.471268246819996,1.83,1.27,116000000.0,0,-0.33630000000000004,-6.472292424335819,7.150342106885287,6.01,0
MDIA3,M Dias Branco SA Industria e Comercio de Alimentos,Consumer Defensive,0.1368,0.0789,0.1115,0.1516,0.18244718596800003,1.76,0.11,5809000000.0,0.121,0.0574,2.3156342182890857,17.135693215339234,16.25,0.39
MMXM3,MMX Mineracao E Metalicos SA,Basic Materials,-9.0168,-2.889,-0.5042,0.0,-0.0,0.11,0,2000000.0,0,-0.8887,-12.4845869297164,0.3082614056720099,-86.64,0
MAGG3,Magnesita Refratarios SA,Basic Materials,0.133,0.1082,-0.0038,-0.0121,0.000661679788,1.14,0.72,4345000000.0,0.0,0.0836,-0.49960031974420466,86.83053557154277,44.89,0
MGEL4,Mangels Industrial SA Pfd Shs,Basic Materials,0.042300000000000004,0.0242,-0.0664,0.0,-0.0,2.24,0,459000000.0,0.0,-0.012199999999999999,-4.149944408036367,79.36768680369552,-64.05,0
POMO3,Marcopolo SA,Consumer Cyclical,0.0582,0.0493,0.0318,0.0775,0.00707129127,1.62,0.48,3801000000.0,-0.3126,-0.055,0.1615810867753801,4.014181116556992,2.27,0.04
MSPA3,CIA Melhoramentos de Sao Paulo,Basic Materials,-0.3095,0.2242,-0.0125,-0.0199,-0.017260737625,4.64,0.01,128000000.0,0.0444,-0.1827,-2.966432474629196,19.984387197501952,144.37,2.85
MERC4,Mercantil do Brasil Financeira SA CFI Pfd Shs,Financial Services,0,0.2183,0.025,0.0855,0.0,0,0,88000000.0,0.1325,-0.0601,0.9439200444197668,4.886174347584675,9.53,0.54
BMIN3,BCO Mercantil de Investimentos SA,Financial Services,0.3823,-2.7669,0.02,0.0318,-0.67275181332,2.02,0.01,15000000.0,0.0,0.026000000000000002,0.6217616580310881,3.1088082901554404,22.19,0
MTIG4,Metalgrafica Iguacu SA Pfd Shs,Consumer Cyclical,0.0273,-0.018000000000000002,-0.014499999999999999,-0.057300000000000004,-0.00040827969000000006,0.98,0.35,135000000.0,0.0,0.1714,-4149.377593360996,560165.9751037344,97.94,0
LEVE3,MAHLE-Metal Leve SA,Consumer Cyclical,0.1197,0.0226,0.109,0.19690000000000002,0.058059702161999995,1.88,0.1,3093000000.0,0.0447,-0.013300000000000001,2.0809302615581258,24.106057299622783,10.57,1.41
FRIO3,Metalfrio Solutions SA,Technology,0.0463,0.1704,-0.0383,-0.8436,0.25490944445760005,1.3,18.43,1132000000.0,0.0,0.038,-11.930849768687606,275.62697832968104,7.09,0
MTSA4,Metisa Metalurgica Timboense SA Pfd Shs,Industrials,0.0424,0.0507,0.051500000000000004,0.0682,0.007550321064,4.08,0,246000000.0,-0.1295,0.0049,1.6416299853566605,26.92273175984923,24.75,0.55
MILS3,Mills Estruturas e Servicos de Engenharia SA,Industrials,-0.4843,0.1094,-0.1298,-0.1797,-1.2358181254451999,1.17,0.08,302000000.0,0.0,-0.2842,-0.8371965874272437,1.7199548938981468,4.21,0
BEEF3,Minerva SA,Consumer Defensive,0.0387,0.043899999999999995,-0.1272,0.0,-0.0,1.53,0,15570000000.0,0.0,0.201,-3.9449197875158952,41.334051878615405,-3.66,0
MNPR3,Minupar Participacoes SA,Consumer Defensive,0.0278,0.0059,-0.1333,0.0,-0.0,0.08,0,190000000.0,0,-0.0873,-3.5211267605633805,26.760563380281692,-41.22,0
MOAR3,Monteiro Aranha SA,Industrials,0.0,0.0,0.0088,0.0111,0.0,2.95,0.04,0.0,-0.0851,-0.7458,1.1427638560117541,0.0,91.7,18.28
MOVI3,Movida Participacoes SA,Industrials,0.1402,-0.43579999999999997,0.0286,0.08789999999999999,-0.15359962229039997,1.14,1.15,2412000000.0,0,0,0.48591418299983674,9.156445385903174,6.24,0.13
MPLU3,Multiplus SA,Industrials,0.17300000000000001,0.20600000000000002,0.1732,1.3488999999999998,8.32608740824,1.02,0,2142000000.0,0.1675,0.0828,2.040099354687606,13.202093104957257,1.19,2.67
MNDL3,Mundial SA - Produtos De Consumo,Consumer Defensive,-0.1197,-0.0907,-0.045,0.0,-0.0,0.29,0,456000000.0,0,0.0349,-18.14516129032258,183.8709677419355,-55.69,0
NAFG4,Nadir Figueiredo Industria e Comercio SA Pfd Shs,Consumer Defensive,0.1748,0.049100000000000005,0.1142,0.2146,0.21033848521760004,1.72,0.19,762000000.0,0.5032,0.059699999999999996,5.596877531482436,56.11606156565285,28.19,0.99
NORD3,Nordon Industrias Metalurgicas SA,Industrials,-4.6765,0.0039000000000000003,-0.2023,0,0.0,0.01,0,1000000.0,0,0,-0.45310376076121434,0.15103458692040478,-20.5,0
NUTR3,Nutriplant Industria & Comercio SA,Basic Materials,0.0479,0.029500000000000002,-0.1429,0.0,-0.0,0.66,0,41000000.0,0,-0.0662,-78125.0,320312.5,-162.46,0
OSXB3,OSX Brasil SA,Energy,-9.0246,-0.7526999999999999,-0.3017,0.0,-0.0,0.02,0,11000000.0,0,-0.7559,-163.2782719186785,3.49428208386277,-1211.54,0
ODPV3,Odontoprev SA,Healthcare,0.2582,0.23809999999999998,0.225,0.34409999999999996,4.759735549949999,1.21,0,1530000000.0,0.2814,0.0753,0.6098306966939271,2.8797560677213223,1.9,0.26
OIBR3,Oi SA,Communication Services,0.1148,-0.09369999999999999,0.37979999999999997,0.0,-0.0,1.89,0,22523000000.0,0.0,-0.0556,4.790392008343676,3.782701651436547,0,0
OMGE3,Omega Geracao SA,Utilities,0.4244,-0.0636,0.033,0.0727,-0.06475612334400001,3.23,1.15,792000000.0,0,0,0.8404074702886248,6.723259762308999,14.92,0
OFSA3,Ouro Fino Saude Animal Participacoes SA,Healthcare,0.1911,-0.0066,0.0897,0.1709,-0.0193347752598,2.3,0.43,576000000.0,0,0,1.334593783017294,10.676750264138352,8.43,0.18
PDGR3,PDG Realty SA Empreendimentos e Participacoes,Real Estate,-2.7464,0.3736,0.179,0.0,-0.0,0.52,0,488000000.0,0.0,-0.5243,70.90616090244205,60.493368042642864,-475.24,0
PATI3,PanAtlantica SA,Basic Materials,0.0472,0.0147,0.0225,0.0507,0.0007914979799999999,2.17,0.29,814000000.0,0.0225,0.0337,0.9529682157071585,45.63036044621335,19.6,0.16
PEAB3,Companhia de Participacoes Alianca da Bahia,Financial Services,0.1164,0.1114,0.056799999999999996,0.0711,0.052366808620799996,3.87,0,367000000.0,0.2853,0.10980000000000001,2.801556420233463,28.560311284046694,39.59,3.13
PMAM3,Paranapanema SA,Basic Materials,-0.0138,0.0134,-0.0732,-0.4338,-0.0058719792672,1.52,3.35,4766000000.0,0.0,-0.0393,-0.4665135693343155,6.883602697979404,0.87,0
PRIO3,Petro Rio SA,Energy,0.21109999999999998,0.0525,0.0964,0.13269999999999998,0.14177364117,4.74,0.03,775000000.0,0,0.0313,9.44092048974775,57.161823277769585,78.92,0
RPMG3,Refinaria De Petroleos Manguinhos SA,Energy,-0.8128,-0.0001,-1.1193,0.0,-0.0,0.2,0,712000000.0,0,-0.1217,-8.346628848312946,10.518229628316492,-31.58,0
PTNT3,Pettenati SA Industria Textil,Consumer Cyclical,0.09720000000000001,-0.0111,0.0443,0.1118,-0.005343610240800001,1.44,0.29,500000000.0,0.066,0.0189,0.41626341148678886,10.40658528716972,4.16,0.12
PLAS3,Plascar Participacoes Industriais SA,Consumer Cyclical,-0.145,0.0263,-0.1795,0.0,0.0,0.09,0,365000000.0,0.0,-0.1607,-7.645875251509055,29.37625754527163,-32.07,0
FRTA3,Pomifrutas SA,Consumer Defensive,-0.5912,0.32630000000000003,-0.2529,0.0,0.0,0.1,0,32000000.0,0,-0.0861,-1.7490380290840037,2.6652008062232437,-14.54,0
PSSA3,Porto Seguro SA,Financial Services,0,0.0338,0.044199999999999996,0.1707,0.0,0,0,18902000000.0,-0.0138,0.0454,4.055145023245168,58.46708713148754,23.64,3.18
PTBL3,Portobello SA,Basic Materials,0.22940000000000002,-0.0259,0.07719999999999999,0.3461,-0.15874939442320002,1.59,1.49,1043000000.0,-0.11800000000000001,0.0256,0.7003640631210999,6.580898358876642,2.22,0.19
POSI3,Positivo Tecnologia SA,Technology,0.0229,-0.0381,-0.023799999999999998,-0.081,-0.001681986222,1.27,0.19,1773000000.0,0.0,-0.0969,-0.5011389521640092,20.19362186788155,6.02,0
PFRM3,Profarma Distribuidora Produtos Farmaceuticos SA,Healthcare,0.0058,-0.024700000000000003,-0.013999999999999999,-0.0418,-8.3835752e-05,1.58,0.34,4066000000.0,0.0,0.0392,-0.29883776340125834,32.83984718890585,8.31,0
QGEP3,QGEP Participacoes SA,Energy,0.7519,0.685,0.1284,0.16519999999999999,10.925107601519999,5.85,0.09,644000000.0,0.29109999999999997,-0.001,1.854729183204355,2.422810535463701,11.72,1.54
RDNI3,RNI Negocios Imobiliarios SA,Real Estate,-0.1892,0.276,-0.0313,-0.0582,-0.09512562787200003,2.41,0.35,221000000.0,0.0,-0.25989999999999996,-0.8453278501256568,5.049120402101896,14.77,0
RAPT3,Randon SA Implementos E Participacoes,Consumer Cyclical,0.1,-0.016,0.0226,0.08070000000000001,-0.002918112,2.57,1.43,3904000000.0,-0.3862,-0.0806,0.3470454860950442,11.29054648095877,4.41,0.1
RCSL4,Recrusul SA Pfd Shs,Industrials,0.0,0.0,-0.8639,0,-0.0,0.01,0,0.0,0,-0.7428,-7.085219444991144,0.0,-14.36,0
REDE3,Rede Energia Participacoes SA,Utilities,0.1134,-0.0816,0.0223,0.11019999999999999,-0.0227399586624,1.22,1.56,10103000000.0,-0.5971,0.0241,0.17007877076783276,4.9094452030497555,1.62,0.01
RNEW3,Renova Energia SA,Utilities,-0.48100000000000004,0.030699999999999998,-0.4264,-1.4177000000000002,-8.926577651576002,0.92,0.26,781000000.0,0.0,0.3433,-34.18024928092042,18.720038350910833,7.02,0
RSUL4,Metalurgica Riosulense SA Pfd Shs,Consumer Cyclical,0.1834,0.0782,0.1277,0.0,0.0,0.46,0,139000000.0,0,-0.034300000000000004,42881.64665523156,238421.9554030875,-39.08,0
RSID3,Rossi Residencial SA,Consumer Cyclical,-0.89,0.6838,-0.0723,-2.4613,-108.29837797818,0.89,0,205000000.0,0.0,-0.41359999999999997,-15.099135443325775,11.951053150122718,-1.44,0
SLCE3,SLC Agricola SA,Consumer Defensive,0.3507,0.10289999999999999,0.0901,0.1902,0.6184241548506,1.33,0.3,2000000000.0,0.5638000000000001,0.052300000000000006,5.068338623783415,20.986909415252235,26.9,2.13
SAPR3,CIA Saneamento Do Parana-SANEPAR,Utilities,0.299,0.0931,0.08539999999999999,0.1642,0.390347940892,0.97,0.46,4162000000.0,0.1724,0.1189,1.7707723306897476,8.262280762702611,11.35,0.62
SANB3,Banco Santander (Brasil) SA,Financial Services,0,0.7940999999999999,0.0167,0.125,0.0,0,0.82,33451000000.0,0.10369999999999999,0.1011,1.508829063829844,4.461007690840738,12.19,0.83
CTSA3,CIA Tecidos Santanense,Consumer Cyclical,0.10310000000000001,-0.1533,0.051500000000000004,0.11019999999999999,-0.089699421819,1.37,0.49,427000000.0,-0.0904,0.0098,0.6615944426066821,10.86541642280974,5.23,2.07
STBP3,Santos Brasil Participacoes SA,Industrials,0.023399999999999997,0.066,0.0108,0.018799999999999997,0.00031357497599999995,1.45,0.81,911000000.0,-0.6955,-0.0862,0.038970810862663866,1.365477257534107,2.01,0
SMTO3,Sao Martinho SA,Consumer Defensive,0.1856,0.0832,0.0407,0.11359999999999999,0.0713960259584,2.82,1.07,3251000000.0,0.1979,0.15289999999999998,1.0494188362439596,8.931048786987207,9.53,0.51
SLED3,Saraiva Livreiros SA EM Recuperacao Judicial,Consumer Cyclical,-0.0364,0.0911,-0.095,-0.276,-0.08694656880000001,0.71,0.19,1722000000.0,0.0,-0.0882,-3.932289716126133,64.48955134446858,11.98,0.21
SHUL4,Schulz SA,Consumer Cyclical,0.09699999999999999,-0.0478,0.051500000000000004,0.1198,-0.02860643102,2.98,0.75,882000000.0,-0.0947,-0.0218,0.6827542979942693,9.87195558739255,6.02,0.15
CSAB3,CIA Seguros Alianca Da Bahia,Financial Services,0,0.8040999999999999,0.0002,0.0006,0.0,0,0,27000000.0,-0.1165,-0.1611,0.6510416666666666,3.515625,23.03,0
SNSL3,Sinqia SA,Technology,0.07730000000000001,0.0197,0.029300000000000003,0.0565,0.0025209358145000006,1.93,0.14,139000000.0,-0.1235,0.23850000000000002,0.42419614829897345,11.792652922711461,7.38,0.19
SEER3,Ser Educacional SA,Consumer Defensive,0.1699,0.2495,0.0746,0.1283,0.405722798759,2.99,0.26,1246000000.0,-0.0262,0.20440000000000003,1.2936999819483723,9.371803357602744,12.0,0.42
SSBR3,Sonae Sierra Brasil SA,Real Estate,0.7313,0.47850000000000004,0.0262,0.0525,0.481324657275,1.16,0.2,364000000.0,-0.056900000000000006,0.0364,1.8057154820475243,4.762901706270282,34.97,0.46
SEDU3,SOMOS Educacao SA,Consumer Defensive,0.047599999999999996,-0.022400000000000003,-0.0273,-0.1407,-0.004095545126400001,1.46,2.71,2087000000.0,-0.3845,0.1233,-0.3967512179117915,7.96172876713374,2.52,0
SPRI3,Springer SA,Consumer Cyclical,0.0,-4.785,-0.3367,-0.3899,-0.0,16.11,0,1000000.0,0.0,-0.6631999999999999,-7.512850929221036,0.39541320680110714,16.04,0
SGPS3,Springs Global Participacoes SA,Consumer Cyclical,0.07519999999999999,-0.013600000000000001,0.0027,0.0068000000000000005,-1.87771392e-05,1.73,0.63,2255000000.0,0,0.0167,0.14,45.1,23.21,0
